timestamp,open,high,low,close,volume,rsi
2024-03-07 01:30:00,67169.0,67214.76,66610.0,67084.18,1233.2013,47.95224128337399
2024-03-07 02:00:00,67084.18,67200.0,66777.86,67175.0,1165.37046,47.14004335824255
2024-03-07 02:30:00,67175.01,67230.0,66624.39,66739.48,1556.96122,48.15266525365588
2024-03-07 03:00:00,66739.49,67363.58,66661.1,66916.84,1571.38099,43.817738536697405
2024-03-07 03:30:00,66916.84,67198.99,66762.3,66888.24,1010.75118,45.9516487399338
2024-03-07 04:00:00,66888.23,66888.24,66400.0,66481.11,1263.78623,45.65054377621402
2024-03-07 04:30:00,66481.11,66592.45,66280.0,66417.72,806.11484,41.48336136264831
2024-03-07 05:00:00,66417.72,66478.05,66118.22,66460.0,744.21053,40.85797880365938
2024-03-07 05:30:00,66459.99,66482.54,65896.25,65916.53,610.23422,41.49154120189967
2024-03-07 06:00:00,65916.53,66256.34,65714.17,66063.2,977.33838,36.13325831975753
2024-03-07 06:30:00,66063.19,66176.07,65921.1,66074.04,659.38712,38.443669067988246
2024-03-07 07:00:00,66074.04,66250.06,65700.79,65819.99,983.89543,38.62039943024456
2024-03-07 07:30:00,65819.99,66249.38,65819.99,66198.31,815.4639,36.01095708156615
2024-03-07 08:00:00,66198.3,66241.1,65551.0,66119.99,1269.4573,42.266741841550356
2024-03-07 08:30:00,66119.99,66430.0,65810.0,66410.0,899.01302,41.365152286139526
2024-03-07 09:00:00,66409.99,66467.88,65891.54,65951.18,1278.28345,45.961748615011786
2024-03-07 09:30:00,65951.19,66177.75,65870.0,66101.1,909.35614,40.5461745403685
2024-03-07 10:00:00,66101.1,66374.7,66005.5,66233.7,661.69367,42.91310917226865
2024-03-07 10:30:00,66233.7,66293.3,65836.86,65847.29,931.84021,44.99878763587012
2024-03-07 11:00:00,65847.3,66140.75,65657.59,66138.37,791.30228,40.37007672374987
2024-03-07 11:30:00,66138.36,66164.75,65777.0,65843.57,639.06541,44.96274133307736
2024-03-07 12:00:00,65843.58,66123.06,65825.67,66041.6,722.00947,41.47838830924206
2024-03-07 12:30:00,66041.59,66051.42,65662.72,65800.0,970.78907,44.58498594534145
2024-03-07 13:00:00,65800.0,66192.4,65675.1,66125.4,1034.91064,41.67810453381199
2024-03-07 13:30:00,66125.39,66129.53,65802.89,65871.97,647.17366,46.716971410139514
2024-03-07 14:00:00,65871.98,66168.68,65781.1,66135.26,753.65324,43.56038201791591
2024-03-07 14:30:00,66135.27,66469.05,66014.31,66387.78,1120.20242,47.52716945090777
2024-03-07 15:00:00,66387.77,67014.0,66341.11,66782.26,1832.09842,51.07857341858611
2024-03-07 15:30:00,66782.26,66863.8,66560.0,66665.41,965.51753,56.07946146653743
2024-03-07 16:00:00,66665.4,66859.98,66594.44,66681.57,829.0583,54.30851924693658
2024-03-07 16:30:00,66681.57,66893.69,66523.14,66710.32,691.78643,54.52241162394979
2024-03-07 17:00:00,66710.33,66944.15,66634.74,66881.12,762.48088,54.926671723163984
2024-03-07 17:30:00,66881.11,66922.0,66639.06,66898.35,805.45712,57.35213893011932
2024-03-07 18:00:00,66898.35,67275.2,66456.27,66715.13,1888.7081,57.60000874392927
2024-03-07 18:30:00,66715.12,66905.35,66630.0,66905.34,787.55552,54.005522369511866
2024-03-07 19:00:00,66905.34,67113.9,66822.0,66836.77,1167.04733,57.005205107689406
2024-03-07 19:30:00,66836.76,66900.0,66575.52,66712.44,941.182,55.59750411768684
2024-03-07 20:00:00,66712.43,66881.03,66592.52,66881.02,768.26032,53.039946377245286
2024-03-07 20:30:00,66881.03,67010.0,66755.14,66905.69,963.93827,55.99577549210617
2024-03-07 21:00:00,66905.68,67307.05,66905.68,67249.59,1489.56914,56.42799667731452
2024-03-07 21:30:00,67249.59,67899.0,66541.1,67024.98,4792.38203,62.02726484817812
2024-03-07 22:00:00,67024.99,67350.0,66750.0,66921.09,1728.6459,56.88555750105437
2024-03-07 22:30:00,66921.09,67579.31,66905.5,67260.01,1754.44146,54.62984356931815
2024-03-07 23:00:00,67260.01,67466.07,67012.0,67298.43,1511.7367,60.177602049952945
2024-03-07 23:30:00,67298.43,67333.33,67052.49,67304.02,1073.43315,60.76331446455812
2024-03-08 00:00:00,67304.01,67980.0,67224.46,67834.64,2145.05404,60.85353153926872
2024-03-08 00:30:00,67834.64,67850.59,67406.96,67592.92,1377.52562,68.30363601893953
2024-03-08 01:00:00,67592.92,67708.0,67432.54,67621.1,880.88683,62.471036720847515
2024-03-08 01:30:00,67621.1,67770.0,67416.01,67601.21,840.07758,62.86911338934107
2024-03-08 02:00:00,67601.21,67848.48,67215.7,67333.53,968.46431,62.36627498487435
2024-03-08 02:30:00,67333.54,67566.84,67217.3,67498.02,750.26676,55.88778455050512
2024-03-08 03:00:00,67498.03,67859.0,67461.1,67836.47,972.78332,58.72516531040173
2024-03-08 03:30:00,67836.47,67914.74,67505.0,67537.67,1334.59498,63.87409733350753
2024-03-08 04:00:00,67537.67,67574.62,67061.1,67287.39,1518.41784,57.10157199944863
2024-03-08 04:30:00,67287.4,67373.15,67111.0,67239.67,748.24436,52.11692002849803
2024-03-08 05:00:00,67239.68,67481.1,67230.94,67375.76,558.10829,51.19920266978278
2024-03-08 05:30:00,67375.76,67375.76,66970.02,67102.18,535.48904,53.702969069938064
2024-03-08 06:00:00,67102.19,67167.67,66882.45,67054.0,662.89246,48.33431665964472
2024-03-08 06:30:00,67054.01,67100.0,66810.32,66823.17,585.67356,47.434958562700054
2024-03-08 07:00:00,66823.18,66963.6,66757.0,66869.7,849.18404,43.27993225782609
2024-03-08 07:30:00,66869.71,67107.49,66761.28,67072.65,721.94484,44.33834928550028
2024-03-08 08:00:00,67072.65,67256.18,66898.75,66980.0,981.48558,48.82401565190317
2024-03-08 08:30:00,66979.99,67044.34,66810.89,66936.02,735.25334,46.96333901229029
2024-03-08 09:00:00,66936.01,67021.1,66833.47,66952.35,556.27627,46.06588680539757
2024-03-08 09:30:00,66952.35,67120.13,66854.24,67117.37,588.94403,46.47488894793403
2024-03-08 10:00:00,67117.37,67254.22,66988.96,67220.01,689.413,50.55541242501481
2024-03-08 10:30:00,67220.0,67220.01,67073.82,67156.09,513.63021,52.957629480257516
